building_id,building_name,location,total_floor_area,number_of_floors,occupant_count,building_age,floor_area_per_floor,occupant_density,hvac_efficiency,lighting_power_density,equipment_power_density,outdoor_temperature,humidity,occupancy_hours,weekday_numeric,has_elevator_numeric,floor_height,building_type_numeric,climate_zone_numeric,is_single_story,is_low_rise,is_mid_rise,is_high_rise,hvac_floor_factor,vertical_lighting_factor,vertical_occupancy_impact,elevator_energy_estimate,stack_effect_intensity,envelope_efficiency_score,floor_compactness,thermal_mass_effect,comprehensive_efficiency_score,cooling_degree_hours,heating_degree_hours,humidity_comfort_penalty,usage_intensity,energy_consumption_kwh
B00031,Olsen-Hill Building,Lake Carrie,8940.94412252093,8,1689,50,1117.6180153151163,0.18890622476273575,0.7140926653190842,6.488902239637923,11.984926219973799,7.41635580549732,38.76169664739906,19.813972340048398,6,1,4.939136190373865,2,5,0,0,1,0,0.5712741322552674,18.353387104418207,0.5343074901523223,800,5.762448386288312,0.25,1.0,0.6512934144437262,0.46574466070171183,0.0,254.0074606680643,0.11238303352600937,3.742982712311812,243432.9438941595
B00032,Smith PLC Building,Gonzalezburgh,3720.053852771336,42,1052,61,88.5727107802699,0.28279160507751505,0.5539452509733384,17.79209166636353,4.967545425816898,8.510550325763976,81.04302273128458,8.41869021340694,2,1,3.109174561198568,1,7,0,0,0,1,3.3475828116374404,115.30593257200545,1.8326990641939347,4200,17.615242584115244,0.11700000000000002,1.0000000000000002,0.7408293137227266,0.40073561131100877,0.0,227.74679218166457,0.3104302273128458,2.380734918099716,133437.12731081186
B00033,Harris LLC Building,Youngland,47469.834094039994,24,1776,41,1977.909753918333,0.03741323377034897,0.5290824479510474,12.595950569786886,13.159584639516813,29.163054220824904,31.276905335249534,21.759182376294206,0,1,3.52559160976879,3,3,0,0,0,1,1.5972300315503318,61.707303442593805,0.183286664729638,2400,6.060960926702207,0.413,1.0,0.6591857648407984,0.4654190191569024,267.9133012997977,0.0,0.18723094664750467,0.8140813768959525,160180.15918768133
B00034,Smith PLC Building,Ashleybury,48298.78563719069,35,655,14,1379.965303919734,0.0135614175668972,0.8186030001623713,16.49607535352663,4.58284726596961,21.18772730651441,37.77312635043501,15.139967829026766,6,1,4.344213886087106,2,4,0,0,0,1,3.0807639791056984,97.59209789948676,0.08023042829769252,3500,1.235040210015315,0.516,1.0,0.5226320897306362,0.5587020540138956,76.50545535634586,0.0,0.12226873649564993,0.20531942567882205,125517.54415669538
B00035,"Roberts, Washington and Campbell Building",Lake Joshua,40515.668731764825,14,635,5,2893.9763379832016,0.0156729487597511,0.9167484088787333,8.231328554109222,3.422933388841876,9.173915338492456,30.98960905229271,15.061507944685774,1,1,3.2008712432460342,1,6,0,0,0,1,1.3163566896720273,30.798811287446036,0.05864280449945219,1400,5.747650377904196,0.38,1.0,0.5136343330771393,0.5823405672656532,0.0,211.82603187618105,0.1901039094770729,0.23605824226164426,102777.46368934396
B00036,Smith-Hansen Building,South Marcusview,15578.381574081848,14,1532,75,1112.7415410058463,0.0983414093893314,0.6751657899868652,17.432938597513274,7.7405450276360135,28.278938610812286,28.158264370939065,18.705245558198314,2,1,4.073347139159658,1,3,0,0,0,1,0.9452321059816111,65.22808347656209,0.3679598608673521,1400,3.580681527823588,0.175,1.0,0.8776389364261845,0.3734068370621434,246.69452665949487,0.0,0.21841735629060935,1.8395002111667533,278792.48798719165
B00037,"Johnson, Hicks and Koch Building",North Davidview,5334.769643316002,10,148,5,533.4769643316001,0.02774252871170005,0.6654191876767015,18.85769936289044,14.753299703655541,29.82107500264238,81.52854288049882,18.331989764968505,1,1,4.426740838587419,2,2,0,0,0,1,0.6654191876767015,59.63328141743992,0.08772957878158892,1000,3.4621872115852232,0.76,1.0,0.5094303536047105,0.5380285360553783,283.70580006341714,0.0,0.31528542880498817,0.5085757523972302,30679.239227678267
B00038,Perez-Murray Building,Feliciaton,34369.53481235177,12,1670,64,2864.127901029314,0.048589543301000196,0.5162745470877917,14.532245233197324,4.324106733465326,25.11245803451385,39.45014155489873,12.255585056901868,3,1,4.514840759710057,2,3,0,0,0,1,0.9110727301549266,50.34117418389678,0.16831911542780062,1200,1.6862702876532216,0.252,1.0,0.7947777416268642,0.44317266175619796,170.6989928283324,0.0,0.10549858445101272,0.5954932808014243,178925.9273372668
B00039,Burns LLC Building,West Allenstad,22287.548440110266,38,725,29,586.5144326344807,0.03252937405601947,0.7367687591841545,6.588185322107034,4.2206213284755485,13.929046220552411,70.57668136274994,23.09245767222555,6,1,4.1223791862462615,0,6,0,0,0,1,3.2745278185962423,40.61230185375127,0.20052452893874212,0,12.643182111949129,0.284,1.0,0.6790279748694709,0.5318092230495048,0.0,97.70289070674212,0.20576681362749938,0.7511831934926214,126921.86314146513
B00040,Johnson LLC Building,Lake Dylanland,6540.892624816552,44,1606,75,148.65665056401255,0.2455322372831403,0.43660013348896126,18.42942221234508,12.013998129547486,29.95792352030514,49.958765180767486,23.78127966932249,1,1,4.001260618206462,0,2,0,0,0,1,3.0736649397622875,122.2469571627803,1.628676610009375,0,14.010359433178193,0.2,0.9999999999999999,0.8246674054629698,0.3848331586323898,286.99016448732334,0.0,0.0004123481923251404,5.83907080266481,174275.39647649968
B00041,"Campbell, Edwards and Perry Building",East Phillip,25011.257050507873,46,771,5,543.7229793588668,0.03082611955260938,0.6069579680440481,16.88731591055107,6.745940327922783,17.465117782959666,64.51114365137417,16.415824228738963,3,1,4.427777459129699,2,3,0,0,0,1,2.792006653002621,114.53534903463891,0.2090729149050667,4600,9.23654665979288,0.6649999999999999,1.0,0.5505613051398723,0.49710593527521596,0.0,12.83717320896801,0.1451114365137417,0.506036160229729,119020.49477492337
B00042,"Reeves, Murray and Swanson Building",East Kyle,2202.2317952033104,34,1843,96,64.77152338833265,0.8368782995569519,0.7894272198115129,16.263166647717348,11.607379406708603,22.5436431285341,84.97233373205465,16.98209277072555,3,1,3.2901192314396717,0,4,0,0,0,1,2.6840525473591437,94.82974238069237,4.879797106556522,3400,0.6081412421582246,0.1,1.0,1.0713335079836919,0.40040800539700205,109.0474350848184,0.0,0.3497233373205465,14.211944920883205,244567.58422448556
B00043,Herring-Bentley Building,Kimberlystad,45511.35990289971,41,1558,36,1110.0331683634076,0.034233211297664025,0.7665443629492174,5.550922833588733,5.400127073320361,3.920043253332541,79.12255069302746,16.86908741477798,3,1,4.361035839895129,2,5,0,0,0,1,3.832721814746086,35.54324853587144,0.21919950498523252,4100,32.32740913594792,0.32,1.0,0.6743546388732135,0.5757263981700179,0.0,337.918961920019,0.29122550693027466,0.5774830338688596,188228.21891197542
B00044,Turner-Johnson Building,South Christophermouth,13309.609089200838,10,1941,79,1330.9609089200837,0.14583448597110868,0.4458528741324207,16.984437878854568,8.520863930377955,1.661560794805349,24.82904746941665,15.772598530852175,0,1,4.838490656371652,2,6,0,0,0,1,0.736946899392431,53.709508474819415,0.46116913706857593,1000,9.84073480595172,0.1,1.0,0.8972395240080052,0.37674783324325073,0.0,392.1225409246716,0.2517095253058335,2.3001887991754906,156488.79610654793
B00045,Mcdonald PLC Building,West Edward,33294.85307552211,17,264,19,1958.5207691483592,0.007929153476099553,0.7470470939640851,7.069265157025355,6.1834785329870146,29.601319660411576,79.16417746954524,23.12299285884521,5,1,4.365506139792257,0,3,0,0,0,1,1.2699800597389446,29.147326937914155,0.0326927373036919,1700,5.641213300168556,0.567,1.0,0.6406557438991243,0.5705113051700302,278.43167184987783,0.0,0.2916417746954524,0.18334575920453763,67326.78827049701
B00046,Perez-Matthews Building,Mooreburgh,15929.698266425843,17,1118,64,937.0410744956379,0.07018337581172819,0.6385986086731409,8.335792642953326,8.418338578549044,7.55382546753833,51.6276460696488,11.916039183638595,0,1,3.0930072711561287,3,6,0,0,0,1,1.5964965216828524,34.369353540143166,0.28937347163417493,1700,7.595960887780053,0.144,1.0,0.8214791580936268,0.5105808714148466,0.0,250.7081887790801,0.016276460696487974,0.8363078562125863,461675.61763800104
B00047,Sanchez and Sons Building,New Michael,26243.367048301636,3,1491,22,8747.789016100545,0.05681435607160368,0.8431126640693549,13.657022523038863,12.229165111023645,37.84716540765135,44.51020088159197,9.727330820086225,3,0,4.011972364278523,2,2,0,1,0,0,0.25293379922080644,23.654656890015808,0.09840535131532689,0,1.9073516900294345,0.6240000000000001,1.0,0.5387815011781895,0.5911966386676145,476.3319697836325,0.0,0.0548979911840803,0.5526520368386635,183040.63621594844
B00048,Pineda Ltd Building,North Randy,27562.15882749234,31,1565,34,889.1018976610433,0.056780748191573596,0.7069194435856373,8.974711593753245,12.14411928573194,27.929761158150388,67.06715478231399,22.872756549197298,2,1,4.452550575967788,1,2,0,0,0,1,2.6403015362837055,49.96907937837674,0.3161418262758687,0,8.184794052622918,0.528,1.0,0.692140668684285,0.5891999761434393,238.3142677956093,0.0,0.17067154782313992,1.2987322300671376,163924.58625523173
B00049,"Williams, Martin and Williams Building",East Steven,9650.295548513588,1,1595,56,9650.295548513588,0.1652799121002749,0.7969457018798737,14.920223094678796,9.189267452084684,18.486069122478266,86.51455111694736,11.408613027378443,5,0,3.08648843159873,0,6,1,0,0,0,0.07969457018798737,14.920223094678796,0.1652799121002749,0,0.10845707002908406,0.17600000000000002,1.0,0.7817546928435595,0.4328246149654659,11.66565893947839,0.0,0.3651455111694736,1.88561455835116,249978.27779414877
B00050,Green-Castillo Building,West Ericside,48494.439074345646,12,685,17,4041.2032561954707,0.014125330926085013,0.8611185997789531,14.121056715486224,14.140462124652611,26.916471518535328,26.58948483116962,19.986485656673374,5,1,4.524396540633443,4,4,0,0,0,1,1.1293358685625614,48.91677537556766,0.048931581675406365,1200,2.6692880076700907,0.49799999999999994,1.0,0.6752953103621342,0.5884822539468625,213.99531644484787,0.0,0.2341051516883038,0.2823157239499629,103399.48173878799
B00051,Sanchez LLC Building,Rodriguezborough,38869.07475637517,39,101,76,996.6429424711582,0.0025984667922519643,0.8411032695489445,6.622243970198939,6.1654092293792875,37.13038234283714,73.76539211751674,11.261972947713842,3,1,3.563205612652724,3,2,0,0,0,1,3.2803027512408836,41.355900338798236,0.016227419916518226,3900,21.02593868137579,0.192,1.0,0.7986006883197294,0.496167489436821,459.1291762280913,0.0,0.2376539211751674,0.029263862719874387,39190.52916616152
B00052,Weaver Group Building,North Shaunburgh,47005.19760742736,4,1633,89,11751.29940185684,0.03474083895228572,0.9132614630618093,14.840218693872595,5.883736213430797,20.84647312793893,34.24556215305688,23.36297624995774,6,1,4.17754638147262,0,4,0,1,0,0,0.36530458522472375,29.68043738774519,0.06948167790457144,400,0.1927564804124064,0.1,1.0,0.9522936682077671,0.45483586135811216,68.31535507053428,0.0,0.1575443784694312,0.811649395345858,202937.68395348106
B00053,"Hill, Williams and Walker Building",Laurenberg,44793.95384616862,42,1102,56,1066.5227106230623,0.02460153447906135,0.6082434741647716,18.85932364737395,10.365676814105205,7.140924826942157,46.60952859788992,20.65794832539695,2,1,4.932687078798051,3,5,0,0,0,1,3.548086932627835,122.22238630598214,0.1594361657417371,0,30.78397060579316,0.22,1.0,0.8033861864322274,0.44450132870595516,0.0,260.6178041533882,0.033904714021100804,0.5082172279939208,185527.91486239727
B00054,Brown-Best Building,Romeroland,30096.048951148714,13,46,17,2315.080688549901,0.001528439831908376,0.7844208429051368,7.416648577787496,10.455564410601468,9.833858147467001,81.16761113842749,22.699490753837743,1,1,4.989858969880084,0,5,0,0,0,1,1.11447770030238,26.74110673930989,0.005510868185407211,1300,7.891953166720387,0.415,1.0,0.6089788490802642,0.5652572296510029,0.0,195.98740446079196,0.31167611138427487,0.0346948058322015,28607.107390136425
B00055,George Ltd Building,Nicolefurt,46132.77463364428,34,1798,74,1356.8463127542436,0.03897446044116177,0.4420356083323653,13.95593031414331,3.558480474779688,14.744138405126618,58.20594288086376,23.215757121786545,0,1,4.268815394525342,0,6,0,0,0,1,2.385588997349273,81.37635830958291,0.22725820395996543,0,10.531137450091837,0.10400000000000001,1.0,0.7819401444759524,0.37968232158115517,0.0,78.14067827696117,0.08205942880863759,0.9048216075546893,374433.26631797734
B00056,Kane-Brown Building,Smallland,4880.378851570015,42,1797,92,116.19949646595275,0.3682091195485584,0.3813574739246118,10.127980579050412,10.293332548642772,27.735851280906566,24.72196535652984,9.350790148303997,2,1,3.9829674512331765,4,4,0,0,0,1,2.966113686080314,65.63681593133641,2.3862678265832677,4200,9.59519776192529,0.1,1.0,0.9255661438215383,0.3994576359734901,233.66043074175758,0.0,0.2527803464347016,3.4430462075903483,283197.2162968315
B00057,Estrada-Bates Building,East Donnaside,10201.151689747687,21,149,82,485.76912808322317,0.014606193940802516,0.8740446273516101,11.894175076604059,7.493233888188172,-3.048867266201639,55.563398509571684,14.93422169319916,5,1,3.355384610373851,3,6,0,0,0,1,1.8354937174383814,54.50595761759527,0.06693398934893287,2100,17.650202583785166,0.1,1.0,0.8625085971361176,0.454661832588037,0.0,505.17281438883936,0.05563398509571684,0.21813213840580703,19908.91708942494
